state,crime_type,count,year
andhra pradesh,murder (sec.302 ipc),956.0,2021
arunachal pradesh,murder (sec.302 ipc),49.0,2021
assam,murder (sec.302 ipc),1192.0,2021
bihar,murder (sec.302 ipc),2799.0,2021
chhattisgarh,murder (sec.302 ipc),1007.0,2021
goa,murder (sec.302 ipc),26.0,2021
gujarat,murder (sec.302 ipc),1010.0,2021
haryana,murder (sec.302 ipc),1112.0,2021
himachal pradesh,murder (sec.302 ipc),86.0,2021
jharkhand,murder (sec.302 ipc),1573.0,2021
karnataka,murder (sec.302 ipc),1357.0,2021
kerala,murder (sec.302 ipc),337.0,2021
madhya pradesh,murder (sec.302 ipc),2034.0,2021
maharashtra,murder (sec.302 ipc),2330.0,2021
manipur,murder (sec.302 ipc),46.0,2021
meghalaya,murder (sec.302 ipc),80.0,2021
mizoram,murder (sec.302 ipc),24.0,2021
nagaland,murder (sec.302 ipc),27.0,2021
odisha,murder (sec.302 ipc),1394.0,2021
punjab,murder (sec.302 ipc),723.0,2021
rajasthan,murder (sec.302 ipc),1786.0,2021
sikkim,murder (sec.302 ipc),14.0,2021
tamil nadu,murder (sec.302 ipc),1686.0,2021
telangana,murder (sec.302 ipc),1026.0,2021
tripura,murder (sec.302 ipc),122.0,2021
uttar pradesh,murder (sec.302 ipc),3717.0,2021
uttarakhand,murder (sec.302 ipc),208.0,2021
west bengal,murder (sec.302 ipc),1884.0,2021
total state(s),murder (sec.302 ipc),28605.0,2021
chandigarh,murder (sec.302 ipc),16.0,2021
d&n haveli and daman & diu,murder (sec.302 ipc),17.0,2021
delhi,murder (sec.302 ipc),14.0,2021
jammu & kashmir,murder (sec.302 ipc),459.0,2021
ladakh,murder (sec.302 ipc),136.0,2021
lakshadweep,murder (sec.302 ipc),5.0,2021
puducherry,murder (sec.302 ipc),1.0,2021
total ut(s),murder (sec.302 ipc),19.0,2021
total all india,murder (sec.302 ipc),667.0,2021
andhra pradesh,culpable homicide not amounting to murder (sec. 304 ipc),112.0,2021
arunachal pradesh,culpable homicide not amounting to murder (sec. 304 ipc),3.0,2021
assam,culpable homicide not amounting to murder (sec. 304 ipc),95.0,2021
bihar,culpable homicide not amounting to murder (sec. 304 ipc),136.0,2021
chhattisgarh,culpable homicide not amounting to murder (sec. 304 ipc),42.0,2021
goa,culpable homicide not amounting to murder (sec. 304 ipc),2.0,2021
gujarat,culpable homicide not amounting to murder (sec. 304 ipc),114.0,2021
haryana,culpable homicide not amounting to murder (sec. 304 ipc),45.0,2021
himachal pradesh,culpable homicide not amounting to murder (sec. 304 ipc),8.0,2021
jharkhand,culpable homicide not amounting to murder (sec. 304 ipc),41.0,2021
karnataka,culpable homicide not amounting to murder (sec. 304 ipc),84.0,2021
kerala,culpable homicide not amounting to murder (sec. 304 ipc),78.0,2021
madhya pradesh,culpable homicide not amounting to murder (sec. 304 ipc),197.0,2021
maharashtra,culpable homicide not amounting to murder (sec. 304 ipc),276.0,2021
manipur,culpable homicide not amounting to murder (sec. 304 ipc),9.0,2021
meghalaya,culpable homicide not amounting to murder (sec. 304 ipc),10.0,2021
mizoram,culpable homicide not amounting to murder (sec. 304 ipc),9.0,2021
nagaland,culpable homicide not amounting to murder (sec. 304 ipc),2.0,2021
odisha,culpable homicide not amounting to murder (sec. 304 ipc),12.0,2021
punjab,culpable homicide not amounting to murder (sec. 304 ipc),177.0,2021
rajasthan,culpable homicide not amounting to murder (sec. 304 ipc),96.0,2021
sikkim,culpable homicide not amounting to murder (sec. 304 ipc),2.0,2021
tamil nadu,culpable homicide not amounting to murder (sec. 304 ipc),71.0,2021
telangana,culpable homicide not amounting to murder (sec. 304 ipc),428.0,2021
tripura,culpable homicide not amounting to murder (sec. 304 ipc),5.0,2021
uttar pradesh,culpable homicide not amounting to murder (sec. 304 ipc),1371.0,2021
uttarakhand,culpable homicide not amounting to murder (sec. 304 ipc),42.0,2021
west bengal,culpable homicide not amounting to murder (sec. 304 ipc),246.0,2021
total state(s),culpable homicide not amounting to murder (sec. 304 ipc),3713.0,2021
chandigarh,culpable homicide not amounting to murder (sec. 304 ipc),3.0,2021
d&n haveli and daman & diu,culpable homicide not amounting to murder (sec. 304 ipc),1.0,2021
delhi,culpable homicide not amounting to murder (sec. 304 ipc),1.0,2021
jammu & kashmir,culpable homicide not amounting to murder (sec. 304 ipc),60.0,2021
ladakh,culpable homicide not amounting to murder (sec. 304 ipc),27.0,2021
lakshadweep,culpable homicide not amounting to murder (sec. 304 ipc),2.0,2021
puducherry,culpable homicide not amounting to murder (sec. 304 ipc),0.0,2021
total ut(s),culpable homicide not amounting to murder (sec. 304 ipc),0.0,2021
total all india,culpable homicide not amounting to murder (sec. 304 ipc),94.0,2021
andhra pradesh,causing death by negligence,7863.0,2021
arunachal pradesh,causing death by negligence,158.0,2021
assam,causing death by negligence,3102.0,2021
bihar,causing death by negligence,7062.0,2021
chhattisgarh,causing death by negligence,5278.0,2021
goa,causing death by negligence,128.0,2021
gujarat,causing death by negligence,6790.0,2021
haryana,causing death by negligence,4731.0,2021
himachal pradesh,causing death by negligence,705.0,2021
jharkhand,causing death by negligence,3457.0,2021
karnataka,causing death by negligence,9803.0,2021
kerala,causing death by negligence,2744.0,2021
madhya pradesh,causing death by negligence,12257.0,2021
maharashtra,causing death by negligence,13190.0,2021
manipur,causing death by negligence,95.0,2021
meghalaya,causing death by negligence,126.0,2021
mizoram,causing death by negligence,43.0,2021
nagaland,causing death by negligence,28.0,2021
odisha,causing death by negligence,4755.0,2021
punjab,causing death by negligence,2955.0,2021
rajasthan,causing death by negligence,9225.0,2021
sikkim,causing death by negligence,49.0,2021
tamil nadu,causing death by negligence,15012.0,2021
telangana,causing death by negligence,7254.0,2021
tripura,causing death by negligence,190.0,2021
uttar pradesh,causing death by negligence,21317.0,2021
uttarakhand,causing death by negligence,518.0,2021
west bengal,causing death by negligence,4885.0,2021
total state(s),causing death by negligence,143720.0,2021
chandigarh,causing death by negligence,29.0,2021
d&n haveli and daman & diu,causing death by negligence,80.0,2021
delhi,causing death by negligence,91.0,2021
jammu & kashmir,causing death by negligence,1455.0,2021
ladakh,causing death by negligence,627.0,2021
lakshadweep,causing death by negligence,50.0,2021
puducherry,causing death by negligence,1.0,2021
total ut(s),causing death by negligence,142.0,2021
total all india,causing death by negligence,2475.0,2021
andhra pradesh,causing death by negligence,290.0,2021
arunachal pradesh,causing death by negligence,39.0,2021
assam,causing death by negligence,490.0,2021
bihar,causing death by negligence,1.0,2021
chhattisgarh,causing death by negligence,594.0,2021
goa,causing death by negligence,7.0,2021
gujarat,causing death by negligence,69.0,2021
haryana,causing death by negligence,198.0,2021
himachal pradesh,causing death by negligence,48.0,2021
jharkhand,causing death by negligence,656.0,2021
karnataka,causing death by negligence,297.0,2021
kerala,causing death by negligence,44.0,2021
madhya pradesh,causing death by negligence,375.0,2021
maharashtra,causing death by negligence,787.0,2021
manipur,causing death by negligence,0.0,2021
meghalaya,causing death by negligence,17.0,2021
mizoram,causing death by negligence,2.0,2021
nagaland,causing death by negligence,0.0,2021
odisha,causing death by negligence,18.0,2021
punjab,causing death by negligence,35.0,2021
rajasthan,causing death by negligence,554.0,2021
sikkim,causing death by negligence,5.0,2021
tamil nadu,causing death by negligence,263.0,2021
telangana,causing death by negligence,153.0,2021
tripura,causing death by negligence,7.0,2021
uttar pradesh,causing death by negligence,3064.0,2021
uttarakhand,causing death by negligence,0.0,2021
west bengal,causing death by negligence,61.0,2021
total state(s),causing death by negligence,8074.0,2021
chandigarh,causing death by negligence,9.0,2021
d&n haveli and daman & diu,causing death by negligence,0.0,2021
delhi,causing death by negligence,20.0,2021
jammu & kashmir,causing death by negligence,228.0,2021
ladakh,causing death by negligence,25.0,2021
lakshadweep,causing death by negligence,0.0,2021
puducherry,causing death by negligence,0.0,2021
total ut(s),causing death by negligence,141.0,2021
total all india,causing death by negligence,423.0,2021
andhra pradesh,dowry deaths (sec.304-b ipc),108.0,2021
arunachal pradesh,dowry deaths (sec.304-b ipc),0.0,2021
assam,dowry deaths (sec.304-b ipc),198.0,2021
bihar,dowry deaths (sec.304-b ipc),1000.0,2021
chhattisgarh,dowry deaths (sec.304-b ipc),65.0,2021
goa,dowry deaths (sec.304-b ipc),0.0,2021
gujarat,dowry deaths (sec.304-b ipc),11.0,2021
haryana,dowry deaths (sec.304-b ipc),275.0,2021
himachal pradesh,dowry deaths (sec.304-b ipc),2.0,2021
jharkhand,dowry deaths (sec.304-b ipc),281.0,2021
karnataka,dowry deaths (sec.304-b ipc),158.0,2021
kerala,dowry deaths (sec.304-b ipc),9.0,2021
madhya pradesh,dowry deaths (sec.304-b ipc),522.0,2021
maharashtra,dowry deaths (sec.304-b ipc),172.0,2021
manipur,dowry deaths (sec.304-b ipc),2.0,2021
meghalaya,dowry deaths (sec.304-b ipc),0.0,2021
mizoram,dowry deaths (sec.304-b ipc),0.0,2021
nagaland,dowry deaths (sec.304-b ipc),0.0,2021
odisha,dowry deaths (sec.304-b ipc),293.0,2021
punjab,dowry deaths (sec.304-b ipc),69.0,2021
rajasthan,dowry deaths (sec.304-b ipc),452.0,2021
sikkim,dowry deaths (sec.304-b ipc),0.0,2021
tamil nadu,dowry deaths (sec.304-b ipc),27.0,2021
telangana,dowry deaths (sec.304-b ipc),175.0,2021
tripura,dowry deaths (sec.304-b ipc),22.0,2021
uttar pradesh,dowry deaths (sec.304-b ipc),2222.0,2021
uttarakhand,dowry deaths (sec.304-b ipc),72.0,2021
west bengal,dowry deaths (sec.304-b ipc),454.0,2021
total state(s),dowry deaths (sec.304-b ipc),6589.0,2021
chandigarh,dowry deaths (sec.304-b ipc),1.0,2021
d&n haveli and daman & diu,dowry deaths (sec.304-b ipc),4.0,2021
delhi,dowry deaths (sec.304-b ipc),0.0,2021
jammu & kashmir,dowry deaths (sec.304-b ipc),141.0,2021
ladakh,dowry deaths (sec.304-b ipc),16.0,2021
lakshadweep,dowry deaths (sec.304-b ipc),0.0,2021
puducherry,dowry deaths (sec.304-b ipc),0.0,2021
total ut(s),dowry deaths (sec.304-b ipc),2.0,2021
total all india,dowry deaths (sec.304-b ipc),164.0,2021
andhra pradesh,abetment of suicide (sec.305/306 ipc),535.0,2021
arunachal pradesh,abetment of suicide (sec.305/306 ipc),2.0,2021
assam,abetment of suicide (sec.305/306 ipc),204.0,2021
bihar,abetment of suicide (sec.305/306 ipc),47.0,2021
chhattisgarh,abetment of suicide (sec.305/306 ipc),185.0,2021
goa,abetment of suicide (sec.305/306 ipc),2.0,2021
gujarat,abetment of suicide (sec.305/306 ipc),571.0,2021
haryana,abetment of suicide (sec.305/306 ipc),642.0,2021
himachal pradesh,abetment of suicide (sec.305/306 ipc),68.0,2021
jharkhand,abetment of suicide (sec.305/306 ipc),114.0,2021
karnataka,abetment of suicide (sec.305/306 ipc),579.0,2021
kerala,abetment of suicide (sec.305/306 ipc),36.0,2021
madhya pradesh,abetment of suicide (sec.305/306 ipc),1164.0,2021
maharashtra,abetment of suicide (sec.305/306 ipc),1462.0,2021
manipur,abetment of suicide (sec.305/306 ipc),2.0,2021
meghalaya,abetment of suicide (sec.305/306 ipc),1.0,2021
mizoram,abetment of suicide (sec.305/306 ipc),0.0,2021
nagaland,abetment of suicide (sec.305/306 ipc),0.0,2021
odisha,abetment of suicide (sec.305/306 ipc),36.0,2021
punjab,abetment of suicide (sec.305/306 ipc),597.0,2021
rajasthan,abetment of suicide (sec.305/306 ipc),301.0,2021
sikkim,abetment of suicide (sec.305/306 ipc),2.0,2021
tamil nadu,abetment of suicide (sec.305/306 ipc),335.0,2021
telangana,abetment of suicide (sec.305/306 ipc),706.0,2021
tripura,abetment of suicide (sec.305/306 ipc),27.0,2021
uttar pradesh,abetment of suicide (sec.305/306 ipc),826.0,2021
uttarakhand,abetment of suicide (sec.305/306 ipc),52.0,2021
west bengal,abetment of suicide (sec.305/306 ipc),725.0,2021
total state(s),abetment of suicide (sec.305/306 ipc),9221.0,2021
chandigarh,abetment of suicide (sec.305/306 ipc),3.0,2021
d&n haveli and daman & diu,abetment of suicide (sec.305/306 ipc),2.0,2021
delhi,abetment of suicide (sec.305/306 ipc),2.0,2021
jammu & kashmir,abetment of suicide (sec.305/306 ipc),87.0,2021
ladakh,abetment of suicide (sec.305/306 ipc),40.0,2021
lakshadweep,abetment of suicide (sec.305/306 ipc),0.0,2021
puducherry,abetment of suicide (sec.305/306 ipc),0.0,2021
total ut(s),abetment of suicide (sec.305/306 ipc),6.0,2021
total all india,abetment of suicide (sec.305/306 ipc),140.0,2021
andhra pradesh,hurt,2086.0,2021
arunachal pradesh,hurt,102.0,2021
assam,hurt,6332.0,2021
bihar,hurt,59750.0,2021
chhattisgarh,hurt,20581.0,2021
goa,hurt,11.0,2021
gujarat,hurt,661.0,2021
haryana,hurt,1627.0,2021
himachal pradesh,hurt,2601.0,2021
jharkhand,hurt,5654.0,2021
karnataka,hurt,2663.0,2021
kerala,hurt,6478.0,2021
madhya pradesh,hurt,63159.0,2021
maharashtra,hurt,535.0,2021
manipur,hurt,1.0,2021
meghalaya,hurt,46.0,2021
mizoram,hurt,25.0,2021
nagaland,hurt,5.0,2021
odisha,hurt,14984.0,2021
punjab,hurt,1780.0,2021
rajasthan,hurt,30657.0,2021
sikkim,hurt,21.0,2021
tamil nadu,hurt,17083.0,2021
telangana,hurt,1104.0,2021
tripura,hurt,229.0,2021
uttar pradesh,hurt,41083.0,2021
uttarakhand,hurt,674.0,2021
west bengal,hurt,6360.0,2021
total state(s),hurt,286292.0,2021
chandigarh,hurt,10.0,2021
d&n haveli and daman & diu,hurt,37.0,2021
delhi,hurt,8.0,2021
jammu & kashmir,hurt,3311.0,2021
ladakh,hurt,2847.0,2021
lakshadweep,hurt,24.0,2021
puducherry,hurt,14.0,2021
total ut(s),hurt,229.0,2021
total all india,hurt,6480.0,2021
andhra pradesh,hurt,10.0,2021
arunachal pradesh,hurt,0.0,2021
assam,hurt,5.0,2021
bihar,hurt,1.0,2021
chhattisgarh,hurt,0.0,2021
goa,hurt,0.0,2021
gujarat,hurt,11.0,2021
haryana,hurt,0.0,2021
himachal pradesh,hurt,0.0,2021
jharkhand,hurt,2.0,2021
karnataka,hurt,3.0,2021
kerala,hurt,4.0,2021
madhya pradesh,hurt,1.0,2021
maharashtra,hurt,5.0,2021
manipur,hurt,0.0,2021
meghalaya,hurt,0.0,2021
mizoram,hurt,0.0,2021
nagaland,hurt,0.0,2021
odisha,hurt,0.0,2021
punjab,hurt,3.0,2021
rajasthan,hurt,2.0,2021
sikkim,hurt,0.0,2021
tamil nadu,hurt,2.0,2021
telangana,hurt,1.0,2021
tripura,hurt,0.0,2021
uttar pradesh,hurt,7.0,2021
uttarakhand,hurt,1.0,2021
west bengal,hurt,11.0,2021
total state(s),hurt,69.0,2021
chandigarh,hurt,0.0,2021
d&n haveli and daman & diu,hurt,0.0,2021
delhi,hurt,0.0,2021
jammu & kashmir,hurt,2.0,2021
ladakh,hurt,2.0,2021
lakshadweep,hurt,0.0,2021
puducherry,hurt,0.0,2021
total ut(s),hurt,0.0,2021
total all india,hurt,4.0,2021
andhra pradesh,assault on women with intent to outrage her modesty,14.0,2021
arunachal pradesh,assault on women with intent to outrage her modesty,0.0,2021
assam,assault on women with intent to outrage her modesty,0.0,2021
bihar,assault on women with intent to outrage her modesty,7.0,2021
chhattisgarh,assault on women with intent to outrage her modesty,0.0,2021
goa,assault on women with intent to outrage her modesty,0.0,2021
gujarat,assault on women with intent to outrage her modesty,3.0,2021
haryana,assault on women with intent to outrage her modesty,19.0,2021
himachal pradesh,assault on women with intent to outrage her modesty,2.0,2021
jharkhand,assault on women with intent to outrage her modesty,0.0,2021
karnataka,assault on women with intent to outrage her modesty,52.0,2021
kerala,assault on women with intent to outrage her modesty,40.0,2021
madhya pradesh,assault on women with intent to outrage her modesty,92.0,2021
maharashtra,assault on women with intent to outrage her modesty,50.0,2021
manipur,assault on women with intent to outrage her modesty,0.0,2021
meghalaya,assault on women with intent to outrage her modesty,0.0,2021
mizoram,assault on women with intent to outrage her modesty,0.0,2021
nagaland,assault on women with intent to outrage her modesty,0.0,2021
odisha,assault on women with intent to outrage her modesty,1.0,2021
punjab,assault on women with intent to outrage her modesty,1.0,2021
rajasthan,assault on women with intent to outrage her modesty,2.0,2021
sikkim,assault on women with intent to outrage her modesty,0.0,2021
tamil nadu,assault on women with intent to outrage her modesty,2.0,2021
telangana,assault on women with intent to outrage her modesty,21.0,2021
tripura,assault on women with intent to outrage her modesty,0.0,2021
uttar pradesh,assault on women with intent to outrage her modesty,48.0,2021
uttarakhand,assault on women with intent to outrage her modesty,0.0,2021
west bengal,assault on women with intent to outrage her modesty,0.0,2021
total state(s),assault on women with intent to outrage her modesty,354.0,2021
chandigarh,assault on women with intent to outrage her modesty,0.0,2021
d&n haveli and daman & diu,assault on women with intent to outrage her modesty,0.0,2021
delhi,assault on women with intent to outrage her modesty,0.0,2021
jammu & kashmir,assault on women with intent to outrage her modesty,3.0,2021
ladakh,assault on women with intent to outrage her modesty,0.0,2021
lakshadweep,assault on women with intent to outrage her modesty,0.0,2021
puducherry,assault on women with intent to outrage her modesty,0.0,2021
total ut(s),assault on women with intent to outrage her modesty,0.0,2021
total all india,assault on women with intent to outrage her modesty,3.0,2021
andhra pradesh,kidnapping and abduction,460.0,2021
arunachal pradesh,kidnapping and abduction,36.0,2021
assam,kidnapping and abduction,860.0,2021
bihar,kidnapping and abduction,731.0,2021
chhattisgarh,kidnapping and abduction,1315.0,2021
goa,kidnapping and abduction,19.0,2021
gujarat,kidnapping and abduction,292.0,2021
haryana,kidnapping and abduction,204.0,2021
himachal pradesh,kidnapping and abduction,139.0,2021
jharkhand,kidnapping and abduction,511.0,2021
karnataka,kidnapping and abduction,318.0,2021
kerala,kidnapping and abduction,217.0,2021
madhya pradesh,kidnapping and abduction,3039.0,2021
maharashtra,kidnapping and abduction,4508.0,2021
manipur,kidnapping and abduction,4.0,2021
meghalaya,kidnapping and abduction,58.0,2021
mizoram,kidnapping and abduction,1.0,2021
nagaland,kidnapping and abduction,12.0,2021
odisha,kidnapping and abduction,429.0,2021
punjab,kidnapping and abduction,60.0,2021
rajasthan,kidnapping and abduction,2242.0,2021
sikkim,kidnapping and abduction,19.0,2021
tamil nadu,kidnapping and abduction,119.0,2021
telangana,kidnapping and abduction,1532.0,2021
tripura,kidnapping and abduction,39.0,2021
uttar pradesh,kidnapping and abduction,4030.0,2021
uttarakhand,kidnapping and abduction,18.0,2021
west bengal,kidnapping and abduction,3452.0,2021
total state(s),kidnapping and abduction,24664.0,2021
chandigarh,kidnapping and abduction,6.0,2021
d&n haveli and daman & diu,kidnapping and abduction,8.0,2021
delhi,kidnapping and abduction,1.0,2021
jammu & kashmir,kidnapping and abduction,2521.0,2021
ladakh,kidnapping and abduction,338.0,2021
lakshadweep,kidnapping and abduction,4.0,2021
puducherry,kidnapping and abduction,0.0,2021
total ut(s),kidnapping and abduction,4.0,2021
total all india,kidnapping and abduction,2882.0,2021
andhra pradesh,exploitation of trafficked person (section 370a ipc),47.0,2021
arunachal pradesh,exploitation of trafficked person (section 370a ipc),0.0,2021
assam,exploitation of trafficked person (section 370a ipc),2.0,2021
bihar,exploitation of trafficked person (section 370a ipc),0.0,2021
chhattisgarh,exploitation of trafficked person (section 370a ipc),2.0,2021
goa,exploitation of trafficked person (section 370a ipc),3.0,2021
gujarat,exploitation of trafficked person (section 370a ipc),1.0,2021
haryana,exploitation of trafficked person (section 370a ipc),4.0,2021
himachal pradesh,exploitation of trafficked person (section 370a ipc),1.0,2021
jharkhand,exploitation of trafficked person (section 370a ipc),2.0,2021
karnataka,exploitation of trafficked person (section 370a ipc),0.0,2021
kerala,exploitation of trafficked person (section 370a ipc),4.0,2021
madhya pradesh,exploitation of trafficked person (section 370a ipc),1.0,2021
maharashtra,exploitation of trafficked person (section 370a ipc),25.0,2021
manipur,exploitation of trafficked person (section 370a ipc),0.0,2021
meghalaya,exploitation of trafficked person (section 370a ipc),0.0,2021
mizoram,exploitation of trafficked person (section 370a ipc),0.0,2021
nagaland,exploitation of trafficked person (section 370a ipc),0.0,2021
odisha,exploitation of trafficked person (section 370a ipc),8.0,2021
punjab,exploitation of trafficked person (section 370a ipc),1.0,2021
rajasthan,exploitation of trafficked person (section 370a ipc),0.0,2021
sikkim,exploitation of trafficked person (section 370a ipc),0.0,2021
tamil nadu,exploitation of trafficked person (section 370a ipc),0.0,2021
telangana,exploitation of trafficked person (section 370a ipc),9.0,2021
tripura,exploitation of trafficked person (section 370a ipc),0.0,2021
uttar pradesh,exploitation of trafficked person (section 370a ipc),0.0,2021
uttarakhand,exploitation of trafficked person (section 370a ipc),0.0,2021
west bengal,exploitation of trafficked person (section 370a ipc),5.0,2021
total state(s),exploitation of trafficked person (section 370a ipc),115.0,2021
chandigarh,exploitation of trafficked person (section 370a ipc),0.0,2021
d&n haveli and daman & diu,exploitation of trafficked person (section 370a ipc),0.0,2021
delhi,exploitation of trafficked person (section 370a ipc),0.0,2021
jammu & kashmir,exploitation of trafficked person (section 370a ipc),0.0,2021
ladakh,exploitation of trafficked person (section 370a ipc),0.0,2021
lakshadweep,exploitation of trafficked person (section 370a ipc),0.0,2021
puducherry,exploitation of trafficked person (section 370a ipc),0.0,2021
total ut(s),exploitation of trafficked person (section 370a ipc),0.0,2021
total all india,exploitation of trafficked person (section 370a ipc),0.0,2021
andhra pradesh,selling of minors for prostitution (sec.372 ipc),0.0,2021
arunachal pradesh,selling of minors for prostitution (sec.372 ipc),0.0,2021
assam,selling of minors for prostitution (sec.372 ipc),1.0,2021
bihar,selling of minors for prostitution (sec.372 ipc),2.0,2021
chhattisgarh,selling of minors for prostitution (sec.372 ipc),0.0,2021
goa,selling of minors for prostitution (sec.372 ipc),0.0,2021
gujarat,selling of minors for prostitution (sec.372 ipc),0.0,2021
haryana,selling of minors for prostitution (sec.372 ipc),3.0,2021
himachal pradesh,selling of minors for prostitution (sec.372 ipc),0.0,2021
jharkhand,selling of minors for prostitution (sec.372 ipc),0.0,2021
karnataka,selling of minors for prostitution (sec.372 ipc),0.0,2021
kerala,selling of minors for prostitution (sec.372 ipc),0.0,2021
madhya pradesh,selling of minors for prostitution (sec.372 ipc),3.0,2021
maharashtra,selling of minors for prostitution (sec.372 ipc),2.0,2021
manipur,selling of minors for prostitution (sec.372 ipc),0.0,2021
meghalaya,selling of minors for prostitution (sec.372 ipc),0.0,2021
mizoram,selling of minors for prostitution (sec.372 ipc),0.0,2021
nagaland,selling of minors for prostitution (sec.372 ipc),0.0,2021
odisha,selling of minors for prostitution (sec.372 ipc),0.0,2021
punjab,selling of minors for prostitution (sec.372 ipc),0.0,2021
rajasthan,selling of minors for prostitution (sec.372 ipc),0.0,2021
sikkim,selling of minors for prostitution (sec.372 ipc),0.0,2021
tamil nadu,selling of minors for prostitution (sec.372 ipc),0.0,2021
telangana,selling of minors for prostitution (sec.372 ipc),0.0,2021
tripura,selling of minors for prostitution (sec.372 ipc),0.0,2021
uttar pradesh,selling of minors for prostitution (sec.372 ipc),0.0,2021
uttarakhand,selling of minors for prostitution (sec.372 ipc),2.0,2021
west bengal,selling of minors for prostitution (sec.372 ipc),2.0,2021
total state(s),selling of minors for prostitution (sec.372 ipc),15.0,2021
chandigarh,selling of minors for prostitution (sec.372 ipc),0.0,2021
d&n haveli and daman & diu,selling of minors for prostitution (sec.372 ipc),0.0,2021
delhi,selling of minors for prostitution (sec.372 ipc),0.0,2021
jammu & kashmir,selling of minors for prostitution (sec.372 ipc),0.0,2021
ladakh,selling of minors for prostitution (sec.372 ipc),0.0,2021
lakshadweep,selling of minors for prostitution (sec.372 ipc),0.0,2021
puducherry,selling of minors for prostitution (sec.372 ipc),0.0,2021
total ut(s),selling of minors for prostitution (sec.372 ipc),0.0,2021
total all india,selling of minors for prostitution (sec.372 ipc),0.0,2021
andhra pradesh,buying of minors for prostitution (sec.373 ipc),0.0,2021
arunachal pradesh,buying of minors for prostitution (sec.373 ipc),0.0,2021
assam,buying of minors for prostitution (sec.373 ipc),0.0,2021
bihar,buying of minors for prostitution (sec.373 ipc),0.0,2021
chhattisgarh,buying of minors for prostitution (sec.373 ipc),0.0,2021
goa,buying of minors for prostitution (sec.373 ipc),0.0,2021
gujarat,buying of minors for prostitution (sec.373 ipc),0.0,2021
haryana,buying of minors for prostitution (sec.373 ipc),0.0,2021
himachal pradesh,buying of minors for prostitution (sec.373 ipc),0.0,2021
jharkhand,buying of minors for prostitution (sec.373 ipc),0.0,2021
karnataka,buying of minors for prostitution (sec.373 ipc),0.0,2021
kerala,buying of minors for prostitution (sec.373 ipc),0.0,2021
madhya pradesh,buying of minors for prostitution (sec.373 ipc),1.0,2021
maharashtra,buying of minors for prostitution (sec.373 ipc),0.0,2021
manipur,buying of minors for prostitution (sec.373 ipc),0.0,2021
meghalaya,buying of minors for prostitution (sec.373 ipc),0.0,2021
mizoram,buying of minors for prostitution (sec.373 ipc),0.0,2021
nagaland,buying of minors for prostitution (sec.373 ipc),0.0,2021
odisha,buying of minors for prostitution (sec.373 ipc),0.0,2021
punjab,buying of minors for prostitution (sec.373 ipc),0.0,2021
rajasthan,buying of minors for prostitution (sec.373 ipc),0.0,2021
sikkim,buying of minors for prostitution (sec.373 ipc),0.0,2021
tamil nadu,buying of minors for prostitution (sec.373 ipc),0.0,2021
telangana,buying of minors for prostitution (sec.373 ipc),0.0,2021
tripura,buying of minors for prostitution (sec.373 ipc),0.0,2021
uttar pradesh,buying of minors for prostitution (sec.373 ipc),1.0,2021
uttarakhand,buying of minors for prostitution (sec.373 ipc),0.0,2021
west bengal,buying of minors for prostitution (sec.373 ipc),0.0,2021
total state(s),buying of minors for prostitution (sec.373 ipc),2.0,2021
chandigarh,buying of minors for prostitution (sec.373 ipc),0.0,2021
d&n haveli and daman & diu,buying of minors for prostitution (sec.373 ipc),0.0,2021
delhi,buying of minors for prostitution (sec.373 ipc),0.0,2021
jammu & kashmir,buying of minors for prostitution (sec.373 ipc),0.0,2021
ladakh,buying of minors for prostitution (sec.373 ipc),0.0,2021
lakshadweep,buying of minors for prostitution (sec.373 ipc),0.0,2021
puducherry,buying of minors for prostitution (sec.373 ipc),0.0,2021
total ut(s),buying of minors for prostitution (sec.373 ipc),0.0,2021
total all india,buying of minors for prostitution (sec.373 ipc),0.0,2021
andhra pradesh,"unlawful assembly (sec.143, 144 & 145)",79.0,2021
arunachal pradesh,"unlawful assembly (sec.143, 144 & 145)",0.0,2021
assam,"unlawful assembly (sec.143, 144 & 145)",1292.0,2021
bihar,"unlawful assembly (sec.143, 144 & 145)",20.0,2021
chhattisgarh,"unlawful assembly (sec.143, 144 & 145)",28.0,2021
goa,"unlawful assembly (sec.143, 144 & 145)",14.0,2021
gujarat,"unlawful assembly (sec.143, 144 & 145)",30.0,2021
haryana,"unlawful assembly (sec.143, 144 & 145)",0.0,2021
himachal pradesh,"unlawful assembly (sec.143, 144 & 145)",25.0,2021
jharkhand,"unlawful assembly (sec.143, 144 & 145)",33.0,2021
karnataka,"unlawful assembly (sec.143, 144 & 145)",0.0,2021
kerala,"unlawful assembly (sec.143, 144 & 145)",1758.0,2021
madhya pradesh,"unlawful assembly (sec.143, 144 & 145)",3.0,2021
maharashtra,"unlawful assembly (sec.143, 144 & 145)",778.0,2021
manipur,"unlawful assembly (sec.143, 144 & 145)",1.0,2021
meghalaya,"unlawful assembly (sec.143, 144 & 145)",0.0,2021
mizoram,"unlawful assembly (sec.143, 144 & 145)",0.0,2021
nagaland,"unlawful assembly (sec.143, 144 & 145)",0.0,2021
odisha,"unlawful assembly (sec.143, 144 & 145)",69.0,2021
punjab,"unlawful assembly (sec.143, 144 & 145)",0.0,2021
rajasthan,"unlawful assembly (sec.143, 144 & 145)",3444.0,2021
