state,crime_type,count,year
Mizoram,Rioting (Sec.147-151 IPC),0.0,2023
Nagaland,Rioting (Sec.147-151 IPC),0.0,2023
Odisha,Rioting (Sec.147-151 IPC),40.0,2023
Punjab,Rioting (Sec.147-151 IPC),0.0,2023
Rajasthan,Rioting (Sec.147-151 IPC),0.0,2023
Sikkim,Rioting (Sec.147-151 IPC),0.0,2023
Tamil Nadu,Rioting (Sec.147-151 IPC),1.0,2023
Telangana,Rioting (Sec.147-151 IPC),0.0,2023
Tripura,Rioting (Sec.147-151 IPC),0.0,2023
Uttar Pradesh,Rioting (Sec.147-151 IPC),28.0,2023
Uttarakhand,Rioting (Sec.147-151 IPC),3.0,2023
West Bengal,Rioting (Sec.147-151 IPC),0.0,2023
TOTAL STATE(S),Rioting (Sec.147-151 IPC),769.0,2023
Chandigarh,Rioting (Sec.147-151 IPC),0.0,2023
